GA Attribution Campaign,GA Attribution Channel,GA Attribution Medium,Orders Order ID,Orders User ID,Orders Placed Date,Order Products Product ID,Order Skus ID,Contacts Contact ID,Users Is User Account Created (Yes / No),Orders Net Revenue,Contacts Email Domain,Order Products Product Name,Order Products Merchandising Category,Order Products First Tier Derpartment Name,Order Products Primary Department Name,Order Products Show on Product Page Tag Names,Order Products Show on Search Page Tag Names,Order Products Is Product Active (Yes / No),Order Skus Packaging Type,GA Attribution Source,Orders Shipping Fee Amount,Orders Unique Merchandising Category Name,Orders Billed to City,Orders Billed to State Prov,Orders Billed to Country Code,Order Skus List Price,Order Skus After Discount Price,Order Skus Before Discount Price,Contacts First Subscribed Date,Contacts First Subscribed Time,Orders Placed Time,Orders Is Placed Day Holiday (Yes / No),Order Skus Discount,Orders Canceled Date,Order Skus Weight,KW Skus Data Net Weight,Order Skus Packaging Type Code,Gifting Is Gift (Yes / No),Orders Discount Fee Amount,KW Skus Data Meltable (Yes / No),Orders Total New Order Revenue,Order Skus Count of Pieces,Order Skus Gross Profit,Accrued Gross Margin,Accrued Product Cost,Shipments Total Shipping Revenue,Order Skus Total Raw Material Cost,Order Skus Total Packaging Cost,Shipments Total Heat Resistant Packaging Cost,Order Skus Total Filling Labor Cost,Accrued Direct Labor Fulfillment Cost,Accrued Direct Labor Support Cost,Accrued Direct Labor Others Cost,Accrued Indirect Labor Cost,Accrued Freight Out Cost,Accrued Credit Card Processing Fee,Accrued Others Cost,Shipments Total Actual Carrier Cost,Orders Total Shipping Carrier Fees
(not set),,organic,12866786,1796076,2022-04-13,2008,2008-25,3404056,Yes,82.23,brdwlaw.com,Jumbo Raw Peanuts (In Shell),Nuts,Nuts,Peanuts,"gluten-free,certified gluten-free,virginia,raw,in shell,keto,salt-free","gluten-free,certified gluten-free,nuts and seeds,virginia,raw,natural,in shell,keto,vegan,nuts,salt-free,snacks,sprouting,jumbo,best sellers",Yes,44 lb. box,google,0,Nuts,Saint Petersburg,FL,US,62.25,62.25,62.25,2020-08-12,2020-08-12 09:11:13,2022-04-13 09:58:07,No,0,,25,25,44,No,0,No,0,1,62.25,78.635169,0,0,0,0.5,0,3.094831,0,0,0,0,0,0,0,0,8.67
(not set),,(none),12866459,2464741,2022-04-13,5089,5089-01,5436370,Yes,32.96,charter.net,Dark Chocolate Covered Apricots,Dried Fruit,Dried Fruit,Apricots,"kosher,kosher pareve,chocolate covered,chocolate,dark chocolate","kosher,dried fruit,kosher pareve,chocolates & sweets,chocolate covered,chocolate,dark chocolate",Yes,Small 1 Pound Bag,(direct),6.99,"Nuts,Dried Fruit",Uxbridge,MA,US,10.99,10.99,10.99,2021-10-08,2021-10-08 17:47:01,2022-04-13 08:25:45,No,0,,1,1,S,No,0,Yes,0,1,10.99,32.281034,0,6.99,0,0.06,0,0.618966,0,0,0,0,0,0,0,0,6.11
GSN - General - roasB|Cashews,google,cpc,12866520,2519367,2022-04-13,5019,5019-01,6008992,No,42.96,msn.com,Honey Roasted Peanuts,Nuts,Nuts,Peanuts,"honey roasted,honey (flavor),kosher,candied,kosher pareve,roasted,gluten-free","oil roasted,honey roasted,nuts,chocolates & sweets,honey (flavor),kosher,candied,kosher pareve,nuts and seeds,roasted,gluten-free",Yes,Medium 1 Pound Bag,google,6.99,Nuts,Seminole,FL,US,5.99,5.99,5.99,2022-04-13,2022-04-13 08:41:53,2022-04-13 08:44:44,No,0,,1,1,M,No,0,No,42.96,1,5.99,42.570517,0,6.99,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.82
(not set),,(none),12866820,2510397,2022-04-13,2938,2938-01,5820268,Yes,36.96,yahoo.com,Apple Pie Crunch,Snacks,Snacks,Trail Mix,sweet,"snacks,new products,sweet",Yes,Medium 1 Pound Bag,(direct),6.99,Snacks,,,,9.99,9.99,9.99,2022-01-14,2022-01-14 07:50:06,2022-04-13 10:03:11,No,0,,1,1,M,No,0,Yes,0,3,29.97,35.791551,0,6.99,0,0.24,0,0.928449,0,0,0,0,0,0,0,0,6.11
,,,12866161,2257425,2022-04-13,1523,1523-01,4987017,Yes,33.57,sonic.net,Organic Dried Plums (No Pit),Dried Fruit,Dried Fruit,Plums (Prunes),"certified gluten-free,kosher,organic,gluten-free,no sulphur dioxide,kosher pareve,no sugar added","dried fruit,best sellers,natural,paleo,certified gluten-free,baking,kosher,organic,gluten-free,no sulphur dioxide,kosher pareve,no sugar added",Yes,Medium 1 Pound Bag,,6.99,Dried Fruit,Santa Rosa,CA,US,13.99,13.29,13.99,2021-06-02,2021-06-02 05:20:29,2022-04-13 05:05:07,No,-0.7,,1,1,M,No,0,No,0,2,26.58,32.172068,0,6.99,0,0.16,0,1.237932,0,0,0,0,0,0,0,0,5.88
2022-04-13-April-Monthly-Gifting_DTC_1,,email,12867042,2003524,2022-04-13,1265,1265-02,4107312,Yes,85.92,yahoo.com,Half Popped Popcorn,Snacks,Snacks,Popcorn,"certified gluten-free,salted,salty,gluten-free","vegan,certified gluten-free,nuts,salted,salty,snacks,gluten-free,cocktail hour snacks",Yes,Large 1 Pound Bag,Iterable,0,"Snacks,Dried Fruit,Nuts",Owens Cross Roads,AL,US,7.99,7.99,7.99,2020-12-20,2020-12-20 16:19:46,2022-04-13 10:38:57,No,0,,0.75,0.75,L,No,0,No,0,1,7.99,85.211034,0,0,0,0.09,0,0.618966,0,0,0,0,0,0,0,0,12.65
(not set),,(none),12866538,,2022-04-13,4919,4919-01,6008998,No,71.93,verizon.net,Roasted Mixed Nuts (50% Less Salt),Nuts,Nuts,Mixed Nuts,"salted,toasted,roasted,kosher,kosher pareve","vegan,nuts,salted,oil roasted,snacks,toasted,roasted,assorted (flavor),whole 30,kosher,out of shell,best sellers,nuts and seeds,paleo,50% less salt,kosher pareve",Yes,Medium 1 Pound Bag,(direct),0,"Chocolates & Sweets,Nuts,Dried Fruit",Phillipsburg,NJ,US,12.99,12.99,12.99,2022-04-13,2022-04-13 08:47:31,2022-04-13 08:54:14,No,0,,1,1,M,No,0,No,71.93,1,12.99,71.54051700000001,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.08
"RLSA GSN - General - roasC|Coffees, Teas, & Drinks",google,cpc,12867711,,2022-04-13,7593,7593-22,4354677,No,478.62,plantable.com,Organic Quinoa Flour,Cooking,Cooking,Quinoa,"organic,kosher,gluten-free,kosher pareve,grains,raw,flours","baking,cooking,organic,kosher,gluten-free,kosher pareve,grains,natural,raw,flours",Yes,,google,0,"Powders,Nuts,Cooking",New York,NY,US,131.78,131.78,131.78,2022-02-10,2022-02-10 11:21:42,2022-04-13 12:03:17,No,0,,22,22,,No,0,No,0,1,131.78,478.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.15
,,,12865662,2499887,2022-04-13,4064,4064-01,5948901,Yes,36.92,yahoo.com,"Cajun Roasted Peanuts (Salted, in Shell)",Nuts,Nuts,Peanuts,"gluten-free,roasted,in shell,kosher,seasoned,salted,dry roasted,hot & spicy,kosher pareve","gluten-free,roasted,in shell,kosher,seasoned,salted,dry roasted,hot & spicy,cajun,kosher pareve,nuts and seeds,nuts",Yes,Large Black Bag,,8.99,Nuts,Thornhill,ON,CA,3.99,3.99,3.99,2022-03-14,2022-03-14 04:01:35,2022-04-13 00:47:23,No,0,,1,1,LB,No,0,No,0,2,5.84,36.021034,0,8.99,2.14,0.28,0,0.618966,0,0,0,0,0,0,0,0,9.75
(not set),,(none),12866995,2484878,2022-04-13,5003,5003-20,5902337,Yes,268.35,insomniacookies.com,Gummy Worms,Chocolates & Sweets,Chocolates & Sweets,Gummy Novelty,"fruity,rainbow candy,gummy candy,sweet","fruity,chocolates & sweets,kid's birthday,sweet,assorted (flavor)",Yes,30 lb. box,(direct),0,"Chocolates & Sweets,Baking",Philadelphia,PA,US,57.8,57.8,57.8,2022-02-19,2022-02-19 18:11:40,2022-04-13 10:32:41,No,0,,20,20,30,No,0,Yes,0,2,115.6,261.360338,0,0,0,0.8,0,6.189662,0,0,0,0,0,0,0,0,21.04
Automated-Welcome-RNB_1a,,email,12865842,2519344,2022-04-13,3108,3108-08,6008820,No,35.98,gmail.com,Organic Macadamia Nuts (Raw),Nuts,Nuts,Macadamia Nuts,"organic,salt-free,kosher,raw,kosher pareve,gluten-free,keto,certified gluten-free","organic,salt-free,kosher,raw,whole 30,kosher pareve,sprouting,nuts,gluten-free,keto,natural,out of shell,baking,paleo,nuts and seeds,certified gluten-free,best sellers",Yes,Small 1 Pound Bag,Iterable,0,Nuts,Anthem,AZ,US,15.99,15.99,15.99,2022-04-13,2022-04-13 00:40:22,2022-04-13 03:19:13,No,0,,0.5,0.5,S,No,0,No,35.98,1,15.99,35.640516999999996,0,0,0,0.03,0,0.309483,0,0,0,0,0,0,0,0,9.82
(not set),,(none),12866532,2519369,2022-04-13,8200,8200-01,6008994,No,76.93,mass.gov,Organic Trail Mix,Snacks,Snacks,Trail Mix,"organic,salt-free,seeds,kosher,kosher pareve","organic,salt-free,snacks,seeds,vegan,kosher,kosher pareve,unsalted",Yes,Medium 1 Pound Bag,(direct),0,"Dried Fruit,Snacks,Nuts",Charlottesville,VA,US,9.99,9.99,9.99,2022-04-13,2022-04-13 08:46:54,2022-04-13 08:51:15,No,0,,1,1,M,Yes,0,No,76.93,1,9.99,76.54051700000001,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,9.82
2022-04-11-Mother's-Day-Gifts-RU-1_ALL_1,,email,12865702,2270267,2022-04-13,3102,3102-01,4846280,Yes,72.96,gmail.com,"Organic Brazil Nuts (Raw, No Shell)",Nuts,Nuts,Brazil Nuts,"organic,raw,kosher,gluten-free,kosher pareve,certified gluten-free,salt-free,keto","organic,raw,sprouting,nuts and seeds,natural,out of shell,nuts,kosher,gluten-free,kosher pareve,best sellers,certified gluten-free,whole 30,vegan,salt-free,baking,paleo,keto",Yes,Medium 1 Pound Bag,Iterable,0,"Nuts,Chocolates & Sweets,Seeds",Salem,OR,US,19.99,19.99,19.99,2021-04-27,2021-04-27 13:24:48,2022-04-13 01:18:35,No,0,,1,1,M,No,0,No,0,1,19.99,72.570517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,10.34
qr,,package,12865811,2507686,2022-04-13,9145,9145-01,5972731,Yes,203.86,gmail.com,Red Raspberry Fruit Slices,Chocolates & Sweets,Chocolates & Sweets,Gourmet Fruit Slices,"fruit slices,raspberry (flavor),red candy,fruity,sweet,gummy & chewy","fruit slices,raspberry (flavor),fruity,chocolates & sweets,sweet,gummy & chewy",Yes,Medium 1 Pound Bag,nuts,53.99,"Gifts,Nuts,Chocolates & Sweets",Nome,AK,US,10.99,10.99,10.99,,,2022-04-13 02:42:56,No,0,,1,1,M,Yes,0,Yes,0,2,21.98,202.46206800000002,0,53.99,0,0.16,0,1.237932,0,0,0,0,0,0,0,0,53.99
,,,12866850,,2022-04-13,7534,7534-05,5353405,No,134.7,windstream.net,Organic Millet,Cooking,Cooking,Millet,"gluten-free,kosher pareve,kosher,organic,grains,superfoods,raw","natural,gluten-free,kosher pareve,kosher,organic,grains,cooking,superfoods,raw,sprouting",Yes,White 5 Pound Bag,,0,Cooking,Maysville,GA,US,24.95,22.45,22.45,,,2022-04-13 10:11:40,No,0,,5,5,W,No,0,No,0,3,67.35,130.386203,0,0,0,0.6,0,3.713797,0,0,0,0,0,0,0,0,17.11
(not set),,(none),12867101,,2022-04-13,4921,4921-05,6009135,No,85.54,gmail.com,Supreme Roasted Cashews (Salted),Nuts,Nuts,Cashews,"kosher,salted,salt-free,gluten-free,kosher pareve,certified gluten-free,roasted","natural,kosher,nuts,nuts and seeds,salted,oil roasted,salt-free,out of shell,snacks,best sellers,gluten-free,kosher pareve,certified gluten-free,roasted",Yes,White 5 Pound Bag,(direct),0,"Snacks,Nuts",Gainesville,FL,US,79.95,77.55,77.55,,,2022-04-13 10:47:49,No,0,,5,5,W,No,0,No,85.54,1,77.55,84.102068,0,0,0,0.2,0,1.237932,0,0,0,0,0,0,0,0,9.82
2022-04-12-Easter-Hosting-RU_DTC_1,,email,12866832,2455893,2022-04-13,4061,4061-01,5796376,Yes,88.91,legacyrail.com,Supreme Roasted Mixed Nuts (Salted),Nuts,Nuts,Mixed Nuts,"kosher,kosher pareve,roasted,salted","assorted (flavor),kosher,kosher pareve,vegan,best sellers,out of shell,oil roasted,roasted,nuts,nuts and seeds,salted,cocktail hour snacks",Yes,Medium 1 Pound Bag,Iterable,0,"Powders,Nuts,Chocolates & Sweets,Dried Fruit",Chicago,IL,US,14.99,14.99,14.99,,,2022-04-13 10:06:05,No,0,,1,1,M,No,0,No,0,1,14.99,88.520517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,9.82
,,,12867203,2311022,2022-04-13,7322,7322-01,5171556,Yes,24.96,gmail.com,Black Tapioca Pearls,Coffees & Teas,Chocolates & Sweets,Bubble Tea,"asian,bubble tea","asian,bubble tea",Yes,Bubble Wrap,,6.99,"Dried Fruit,Coffees & Teas",Camden,ME,US,5.99,5.99,5.99,2021-12-24,2021-12-24 22:26:14,2022-04-13 11:03:29,No,0,,1,1,BW,No,0,No,0,1,5.99,24.341034,0,6.99,0,0,0,0.618966,0,0,0,0,0,0,0,0,6.99
2021-Post-Delivery-Product-Review,,email,12867338,2383864,2022-04-13,8473,8473-01,5453789,Yes,83.93,theshg.com,Roasted Almonds (50% Less Salt),Nuts,Nuts,Almonds,"kosher pareve,roasted,kosher,gluten-free,certified gluten-free","nuts and seeds,nuts,best sellers,50% less salt,kosher pareve,roasted,kosher,oil roasted,gluten-free,certified gluten-free,out of shell,whole nuts",Yes,Medium 1 Pound Bag,Iterable,0,"Snacks,Nuts,Chocolates & Sweets",Exton,PA,US,9.99,9.99,9.99,2021-10-13,2021-10-13 10:51:48,2022-04-13 11:22:11,No,0,,1,1,M,No,0,No,0,1,9.99,83.54051700000001,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.62
BPA - General - Dried Fruit,bing,cpc,12866584,2519373,2022-04-13,7084,7084-05,6009007,No,81.71,yahoo.com,Granulated Garlic,Cooking,Cooking,Garlic & Onion,"kosher,kosher pareve","natural,kosher,kosher pareve,cooking",Yes,White 5 Pound Bag,bing,0,"Dried Fruit,Cooking",Naples,FL,US,39.95,38.75,38.75,2022-04-13,2022-04-13 08:59:42,2022-04-13 09:05:06,No,0,,5,5,W,No,0,No,81.71,1,38.75,80.27206799999999,0,0,0,0.2,0,1.237932,0,0,0,0,0,0,0,0,8.64
(not set),,(none),12866945,2519407,2022-04-13,3034,3034-01,6009092,No,101.87,gmail.com,Cashew Pieces,Nuts,Nuts,Cashews,"kosher pareve,raw,chopped and sliced,certified gluten-free,toppings,gluten-free,kosher,salt-free","kosher pareve,raw,chopped and sliced,certified gluten-free,baking,paleo,unsalted,toppings,snacks,vegan,gluten-free,nuts,cooking,nuts and seeds,natural,premium,kosher,salt-free",Yes,Medium 1 Pound Bag,(direct),0,"Dried Fruit,Nuts,Baking,Chocolates & Sweets,Seeds",Round Rock,TX,US,9.99,9.99,9.99,2022-04-13,2022-04-13 10:24:43,2022-04-13 10:26:33,No,0,,1,1,M,No,0,No,101.87,1,9.99,101.480517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,10.4
GSN - General - Bulk,google,cpc,12866722,,2022-04-13,4015,4015-25,6009050,No,66.24,hotmail.com,Jumbo Roasted Peanuts (In Shell),Nuts,Nuts,Peanuts,"gluten-free,kosher,carnival & circus,kosher pareve,dry roasted,in shell,salt-free,toasted,roasted,certified gluten-free,virginia","gluten-free,unsalted,kosher,carnival & circus,kosher pareve,dry roasted,nuts and seeds,in shell,snacks,salt-free,toasted,nuts,jumbo,best sellers,roasted,certified gluten-free,virginia",Yes,44 lb. box,google,0,Nuts,Greenville,DE,US,62.25,62.25,62.25,,,2022-04-13 09:40:25,No,0,,25,25,44,No,0,No,66.24,1,62.25,62.645168999999996,0,0,0,0.5,0,3.094831,0,0,0,0,0,0,0,0,8.72
(not set),,(none),12866616,,2022-04-13,1516,1516-01,5389180,No,38.96,gmail.com,Organic Pitted Dates,Dried Fruit,Dried Fruit,Dates,"no sugar added,organic,superfoods,gluten-free,kosher pareve,kosher,certified gluten-free","no sugar added,natural,organic,dried fruit,paleo,superfoods,gluten-free,kosher pareve,kosher,certified gluten-free",Yes,Medium 1 Pound Bag,(direct),6.99,"Dried Fruit,Nuts",,,,10.99,10.99,10.99,2021-09-26,2021-09-26 16:29:19,2022-04-13 09:15:27,No,0,,1,1,M,No,0,No,0,1,10.99,38.261034,0,6.99,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,8.46
,,,12865926,2474399,2022-04-13,5345,5345-01,5865031,Yes,74.05,aol.com,Dark Chocolate Almond Bark,Nuts,Nuts,Almonds,"dark chocolate,old time candy,chocolate","dark chocolate,old time candy,chocolates & sweets,chocolate,nuts",Yes,Small Black Bag,,0,"Snacks,Nuts",Brooklyn,NY,US,10.99,10.44,10.99,2022-02-02,2022-02-02 19:59:27,2022-04-13 05:01:34,No,-0.55,,0.5,0.5,SB,No,0,Yes,0,1,10.44,73.381034,0,0,0,0.05,0,0.618966,0,0,0,0,0,0,0,0,5.08
(not set),,(none),12866242,2519351,2022-04-13,1021,1021-01,6008923,No,42.96,gmail.com,Whole Dried Cranberries,Dried Fruit,Dried Fruit,Cranberries,"kosher,no sulphur dioxide,kosher pareve,gluten-free,certified gluten-free","kosher,no sulphur dioxide,kosher pareve,gluten-free,baking,certified gluten-free,dried fruit,best sellers",Yes,Medium 1 Pound Bag,(direct),6.99,"Dried Fruit,Nuts",Columbus,GA,US,8.99,8.99,8.99,2022-04-13,2022-04-13 05:31:09,2022-04-13 05:34:33,No,0,,1,1,M,No,0,No,42.96,1,8.99,42.261034,0,6.99,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,8.46
(not set),,organic,12866728,,2022-04-13,1042,1042-01,3311780,No,81.92,seppyclan.com,Dried Mango,Dried Fruit,Dried Fruit,Mango,"gluten-free,kosher pareve,kosher,certified gluten-free","gluten-free,kosher pareve,snacks,dried fruit,kosher,certified gluten-free",Yes,Medium 1 Pound Bag,google,0,Dried Fruit,North Potomac,MD,US,7.99,7.99,7.99,2021-09-30,2021-09-30 12:43:31,2022-04-13 09:42:03,No,0,,1,1,M,No,0,No,0,1,7.99,80.602068,0,0,0,0.08,0,1.237932,0,0,0,0,0,0,0,0,5.29
RT_nat_video_Purchasers30,yahoo,cpc,12867418,2483596,2022-04-13,1680,1680-03,5876637,Yes,46.94,yahoo.com,Sweet BBQ Pork Jerky,Snacks,Snacks,Jerky,"gluten-free,keto","natural,snacks,gluten-free,savory,keto",Yes,Sample Bag,yahoo,6.99,"Snacks,Nuts,Chocolates & Sweets",Norfolk,MA,US,5.99,5.99,5.99,2022-02-07,2022-02-07 12:27:43,2022-04-13 11:30:25,No,0,,0.19,0.19,SM,No,0,No,0,1,5.99,46.288734,0,6.99,0,0.0323,0,0.618966,0,0,0,0,0,0,0,0,8.73
2022-04-13-Easter-Gifts-10-Off_DTC_1,,email,12867187,,2022-04-13,5844,5844-01,5881797,No,47.95,mackmolding.com,Goetze's Mini Cow Tales,Chocolates & Sweets,Chocolates & Sweets,Old Time Candy,sweet,"wrapped,chocolates & sweets,sweet",Yes,Medium 1 Pound Bag,Iterable,6.99,Chocolates & Sweets,,,,8.99,8.99,8.99,2022-02-09,2022-02-09 12:08:22,2022-04-13 11:01:07,No,0,,1,1,M,No,0,Yes,47.95,1,8.99,47.251034000000004,0,6.99,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,7.17
(not set),,(none),12865648,2519316,2022-04-13,5026,5026-01,6008818,Yes,76.9,gmail.com,Jordan Almonds (Assorted),Nuts,Jordan Almonds,Jordan Almonds,"kosher pareve,dragees,jordan almonds,pastel,kosher,candied,rainbow candy","nuts,kosher pareve,dragees,jordan almonds,chocolates & sweets,kosher,candied,classic wedding",Yes,Small 1 Pound Bag,(direct),0,"Chocolates & Sweets,Nuts,Coffees & Teas",Lemoore,CA,US,8.99,8.99,8.99,2022-04-13,2022-04-13 00:36:19,2022-04-13 00:39:05,No,0,,1,1,S,No,0,No,76.9,1,5.16,76.530517,0,0,3.83,0.06,0,0.309483,0,0,0,0,0,0,0,0,14.79
SEM Branded,bing,cpc,12867324,2268346,2022-04-13,4918,4918-01,4664986,Yes,96.9,yahoo.com,Roasted Cashews (50% Less Salt),Nuts,Nuts,Cashews,"salted,certified gluten-free,roasted,gluten-free,kosher pareve,kosher","best sellers,nuts and seeds,snacks,salted,whole 30,oil roasted,premium,nuts,certified gluten-free,roasted,50% less salt,out of shell,gluten-free,kosher pareve,kosher,vegan",Yes,Medium 1 Pound Bag,bing,0,"Nuts,Chocolates & Sweets,Snacks",,,,13.99,13.99,13.99,2021-03-22,2021-03-22 10:12:20,2022-04-13 11:19:57,No,0,,1,1,M,No,0,No,0,1,13.99,96.51051700000001,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,6.33
,,,12867245,,2022-04-13,3100,3100-01,6009157,No,23.98,optonline.net,"Organic Walnuts (Raw, No Shell)",Nuts,Nuts,Walnuts,"kosher,gluten-free,organic,raw,kosher pareve,salt-free,certified gluten-free,keto","vegan,out of shell,natural,kosher,nuts,snacks,gluten-free,organic,raw,baking,best sellers,kosher pareve,salt-free,whole 30,paleo,certified gluten-free,keto,nuts and seeds",Yes,Large 1 Pound Bag,,6.99,Nuts,Teaneck,NJ,US,16.99,16.99,16.99,2022-04-13,2022-04-13 10:59:29,2022-04-13 11:10:17,No,0,,1,1,L,No,0,No,0,1,16.99,23.550517,0,6.99,0,0.12,0,0.309483,0,0,0,0,0,0,0,0,5.08
,,,12865794,2519338,2022-04-13,3236,3236-01,6008873,No,93.94,gmail.com,Dark Chocolate Macadamia Nuts (Sugar Free),Nuts,Nuts,Macadamia Nuts,"chocolate covered,chocolate,dark chocolate,sugar-free,dry roasted","nuts,chocolate covered,chocolates & sweets,nuts and seeds,chocolate,dark chocolate,sugar-free,dry roasted",Yes,Small 1 Pound Bag,,0,"Nuts,Chocolates & Sweets,Dried Fruit,Greeting Cards",Los Angeles,CA,US,22.99,22.99,22.99,2022-04-13,2022-04-13 02:21:04,2022-04-13 02:26:02,No,0,,1,1,S,Yes,0,Yes,93.94,1,22.99,93.261034,0,0,0,0.06,0,0.618966,0,0,0,0,0,0,0,0,7.51
GSN - General - Low Volume,google,cpc,12867695,2519464,2022-04-13,1891,1891-01,6009233,No,33.96,gmail.com,Artisanal Parmesan Mini Crisps,Snacks,Snacks,Cheese Snacks,"keto,gluten-free","keto,gluten-free,snacks",Yes,16 Ounce Tamper Evident Container,google,6.99,Snacks,Enfield,NH,US,7.99,7.99,7.99,2022-04-13,2022-04-13 11:59:16,2022-04-13 12:01:49,No,0,,0.25,0.25,TE,No,0,No,33.96,1,7.99,33.341034,0,6.99,0,0,0,0.618966,0,0,0,0,0,0,0,0,6.99
,,,12866179,174701,2022-04-13,2502,2502-01,90055,Yes,48.74,wildflowerconfections.com,Sweet & Salty Bitty Bars,Snacks,Snacks,Energy Squares and Bars,"kosher pareve,kosher,gluten-free,sweet,granola","new products,kosher pareve,snacks,kosher,gluten-free,sweet,nuts,granola",Yes,Medium 1 Pound Bag,,6.99,"Snacks,Nuts,Chocolates & Sweets",Darby,MT,US,9.99,9.49,9.99,,,2022-04-13 05:05:25,No,-0.5,,0.65,0.6,M,No,0,No,0,1,9.49,48.073034,0,6.99,0,0.048,0,0.618966,0,0,0,0,0,0,0,0,10.15
GSN - General - Margin Only,google,cpc,12865646,2519315,2022-04-13,1265,1265-02,6008781,Yes,52.95,gmail.com,Half Popped Popcorn,Snacks,Snacks,Popcorn,"certified gluten-free,salted,salty,gluten-free","vegan,certified gluten-free,nuts,salted,salty,snacks,gluten-free,cocktail hour snacks",Yes,Large 1 Pound Bag,google,0,"Dried Fruit,Nuts,Snacks,Baking",Waco,TX,US,7.99,7.99,7.99,2022-04-12,2022-04-12 23:59:48,2022-04-13 00:38:52,No,0,,0.75,0.75,L,No,0,No,52.95,1,5.37,52.241034,0,0,2.62,0.09,0,0.618966,0,0,0,0,0,0,0,0,9.82
Automated-Abandoned-Cart_2_FTB_a,,email,12866287,1570465,2022-04-13,8115,8115-01,2787994,Yes,131.89,comcast.net,Honey Pistachio Energy Squares,Snacks,Snacks,Energy Squares and Bars,"salt-free,energy squares","snacks,salt-free",Yes,Small Black Bag,Iterable,0,"Dried Fruit,Nuts,Chocolates & Sweets,Snacks",Philadelphia,PA,US,6.99,6.99,6.99,2019-07-16,2019-07-16 18:42:10,2022-04-13 06:34:45,No,0,,0.5,0.5,SB,No,0,No,0,1,6.99,131.22103399999997,0,0,0,0.05,0,0.618966,0,0,0,0,0,0,0,0,5.08
2022-04-13-Easter-Gifts-10-Off_DTC_1,,email,12867496,723518,2022-04-13,1118,1118-01,432454,Yes,84.94,yahoo.com,Mission Figs,Dried Fruit,Dried Fruit,Figs,"certified gluten-free,no sugar added,gluten-free,kosher pareve,kosher","certified gluten-free,no sugar added,dried fruit,gluten-free,kosher pareve,kosher",Yes,Small 1 Pound Bag,Iterable,0,Dried Fruit,Yorktown,VA,US,9.99,9.99,9.99,2021-12-02,2021-12-02 10:41:42,2022-04-13 11:39:23,No,0,,1,1,S,No,0,No,0,1,9.99,84.261034,0,0,0,0.06,0,0.618966,0,0,0,0,0,0,0,0,6.33
(not set),,referral,12865782,,2022-04-13,7559,7559-01,608825,No,24.97,yahoo.com,Organic Hemp Protein Powder,Powders,Cooking,Hemp Seeds,"protein,performance boosting,keto,raw,powders,organic,kosher,kosher pareve","paleo,protein,performance boosting,keto,whole 30,raw,natural,vegan,powders,organic,baking,cooking,kosher,kosher pareve,best sellers",Yes,Medium 1 Pound Bag,l.facebook.com,6.99,"Nuts,Powders",Whittier,CA,US,12.99,12.99,12.99,2015-07-08,2015-07-08 05:47:21,2022-04-13 02:19:45,No,0,,1,1,M,No,0,No,0,1,12.99,23.652068,0,6.99,0,0.08,0,1.237932,0,0,0,0,0,0,0,0,5.98
(not set),,(none),12866430,,2022-04-13,1169,1169-01,1158406,No,88.91,cinci.rr.com,Natural Cranberries (Juice Infused),Dried Fruit,Dried Fruit,Cranberries,"kosher pareve,kosher,certified gluten-free,gluten-free","baking,dried fruit,kosher pareve,kosher,certified gluten-free,gluten-free",Yes,Medium 1 Pound Bag,(direct),0,"Dried Fruit,Nuts",Cincinnati,OH,US,9.99,9.99,9.99,2017-01-25,2017-01-25 11:47:00,2022-04-13 08:11:44,No,0,,1,1,M,No,0,No,0,2,19.98,87.512068,0,0,0,0.16,0,1.237932,0,0,0,0,0,0,0,0,8.09
SEM Branded,google,cpc,12865869,,2022-04-13,5946,5946-01,6008910,No,101.92,gmail.com,Raspberry Jelly Sticks,Chocolates & Sweets,Chocolates & Sweets,Baked Treats,"chocolate,kosher pareve,sweet,Joyva,dark chocolate,kosher,fruity,raspberry (flavor)","chocolates & sweets,chocolate,kosher pareve,sweet,Joyva,dark chocolate,kosher,fruity,raspberry (flavor)",Yes,Medium 1 Pound Bag,google,0,"Dried Fruit,Chocolates & Sweets",Indianapolis,IN,US,11.99,11.99,11.99,,,2022-04-13 04:24:07,No,0,,1,1,M,No,0,Yes,101.92,2,23.98,100.522068,0,0,0,0.16,0,1.237932,0,0,0,0,0,0,0,0,5.7
